Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
Chulo pt.2,Chulopt2,Bad Gyal,2023-06-22,USUM72305143,438,73.6,318567928,42351,29908589,69.0
All Girls Are The Same,All Girls Are The Same,Juice WRLD,2018-04-13,USUG11800651,439,73.5,1615353665,219797,40289611,76.0
Push Up - Main Edit,Push Up - Single,Creeds,2023-03-31,DEE862300564,441,73.4,274229438,81319,88956153,77.0
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,2023-03-30,GBARL2300322,444,73.2,155390490,51032,16505336,68.0
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,2024-04-26,QM24S2402634,445,73.1,48720820,5049,856394,2.0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,2018-09-28,USUG11802029,446,73.0,1570233605,37830,10568342,65.0
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,2023-08-14,INS182302348,447,73.0,334578317,18958,16311735,70.0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,2022-11-20,QZNMY2232113,448,73.0,419016792,24878,16888060,42.0
ADIVINO,ADIVINO - Single,Myke Towers,2024-04-25,USWL12401327,449,72.9,118631919,11425,115304111,84.0
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,2024-04-18,BKF5C2400003,450,72.8,51390127,3010,33303786,78.0
Cruel Summer,Lover,Taylor Swift,2019-08-23,USUG11901472,451,72.8,2188247133,121479,201964859,88.0
EASY,EASY,LE SSERAFIM,2024-02-19,USA2P2402101,455,72.4,141803939,7192,20908017,78.0
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,2023-05-31,UYB282301034,456,72.2,434019386,47202,14298402,70.0
HUMBLE.,HUMBLE.,Kendrick Lamar,2017-03-31,USUM71703085,466,71.4,2226869580,311766,77191099,80.0
Oh No,Cold As Ice,Kreepa,2019-12-13,USUYG1287925,473,70.6,40284121,14548,3212878,41.0
7 Years,Lukas Graham (Blue Album),Lukas Graham,2015-06-16,USWB11506516,475,70.5,1916203330,218955,70223741,78.0
Something in the Orange,Something in the Orange,Zach Bryan,2022-04-22,USWB12201213,478,70.4,891578597,134151,56220971,82.0
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,USUM72222552,477,70.4,629102459,31206,51913972,81.0
Bailando Bachata,Bailando Bachata - Single,Chayanne,2023-05-25,USSD12201328,479,70.2,136724343,15391,18104979,72.0
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,2022-08-19,USUM72215366,483,70.1,944833760,84300,40737356,78.0
Let Her Go,Let Her Go,Passenger,2012-07-27,GBMQN1200012,484,70.1,2252713547,84884,25149126,69.0
Fall Back,Fall Back / Selfish Game - Single,Lithe,2024-03-21,AUMEV2435468,485,70.1,78227549,10811,34967691,81.0
Stressed Out,Stressed Out,Twenty One Pilots,2015-04-28,USAT21500597,482,70.1,2313532702,333612,85684817,79.0
2055,2055,Sleepy Hallow,2021-04-14,USRC12100442,488,69.7,811700245,195603,31185690,77.0
Redbone,Redbone,Childish Gambino,2016-11-17,USYAH1600107,489,69.6,1615152539,377159,51251842,76.0
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,2021-11-19,USWD12112915,493,69.4,502781351,57858,20151204,68.0
You Proof,You Proof,Morgan Wallen,2022-05-13,USUG12203266,494,69.3,644437397,64367,18795673,79.0
Break My Heart,Break My Heart,Dua Lipa,2020-03-25,GBAHT1901303,496,69.2,1198689895,130486,49149923,71.0
Shut Down,BORN PINK,BLACKPINK,2022-09-16,KRA402200020,497,69.0,654818451,39852,17682503,67.0
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,2023-11-17,QZ7HP2300092,498,68.9,205050873,6236,32107085,81.0
Toyour ï¿½ï¿½ï¿,Amrat ï¿½ï¿½ï¿½ï,Rasha Nahas,2023-01-20,QMEU32211578,500,68.9,11360,26,3294,6.0
Chill Vibes,Chill Vibes,Tollan Kim,2022-03-31,SGB502214297,501,68.8,1212312,560,367540,32.0
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,USUM72300862,506,68.7,426341106,29511,24418991,76.0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401031,504,68.7,210385853,5179,38317286,80.0
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,2019-06-28,USUM71911808,502,68.7,907346612,200091,36757073,69.0
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,2024-05-16,USAT22402805,507,68.5,33661899,3565,32881291,79.0
Made For Me,Made For Me,Muni Long,2023-09-15,USUG12307428,513,68.1,142945230,13253,40716529,76.0
TELEKINESIS,UTOPIA,Travis Scott,2023-07-28,USSM12305019,512,68.1,313693195,92838,14575457,75.0
Daqui pra Sempre,Daqui pra Sempre,Manu,2023-09-22,QZTPX2351515,514,68.0,181784966,12794,30495153,76.0
Martin & Gina,THE GOAT,Polo G,2020-05-15,USQX92002595,516,68.0,885756212,212406,24064966,76.0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,2019-11-26,QZJRC1945204,517,67.9,912461674,160875,50549340,70.0
Hope,?,XXXTENTACION,2018-03-16,USUG11800447,519,67.8,1442703001,201082,35338608,78.0
TRUSTFALL,TRUSTFALL,P!nk,2023-01-27,USRC12204190,520,67.6,255898884,35610,35412821,65.0
PRC,PRC,Peso Pluma,2023-01-24,QM4TW2315684,522,67.4,668103212,52040,23580184,69.0
Lemonade,Lemonade,Internet Money,2020-08-14,QZJ842000368,523,67.3,1320495311,280937,43396860,12.0
LET GO,LET GO,Central Cee,2022-12-15,US39N2203950,526,66.9,415699405,131562,25729246,70.0
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,2020-04-29,QMCE32000145,528,66.8,428986855,49403,19102863,57.0
No Idea,No Idea,Don Toliver,2019-05-29,USAT21903300,529,66.8,922761340,176497,26466335,74.0
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),Carella,2021-02-13,ITH642025474,532,66.6,149072,53,14039,7.0
Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal,2023-07-25,INW262317690,534,66.4,296399608,19549,12641512,74.0
Anabella,Anabella,Khaid,2023-07-14,US23A1566792,536,66.3,14645123,2424,586834,52.0
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,2021-10-29,USSM12200047,539,66.2,907821800,106835,71070491,68.0
Single Soon,Single Soon,Selena Gomez,2023-08-25,USUM72310919,538,66.2,205555865,18831,38391532,70.0
Falling Down - Bonus Track,Falling Down,Lil Peep,2018-09-19,USQX91802294,541,66.1,1156060152,189320,31366549,76.0
Sin Pijama,Sin Pijama,Becky G,2018-04-20,USSD11800157,542,65.9,785389574,70607,24678614,61.0
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,2022-06-21,USSM12206234,544,65.7,443564590,80121,43604917,64.0
Murder In My Mind,Murder In My Mind,Kordhell,2022-01-21,QM4TW2218315,547,65.6,668285368,120095,62454609,74.0
Unstoppable,Unstoppable,Sia,2016-01-21,USRC11502934,548,65.5,1285237951,166761,75244498,76.0
traitor,SOUR,Olivia Rodrigo,2021-05-21,USUG12101243,550,65.5,1564979439,150597,73290053,80.0
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,2016-09-16,USSM11607555,549,65.5,2396737761,381756,90317118,82.0
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,2021-05-28,QZM5U2100064,552,65.3,811810737,117049,31186381,67.0
Hrs and Hrs,Public Displays of Affection,Muni Long,2021-11-19,QZAKB2136210,551,65.3,241632869,58384,11312967,67.0
I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,2021-03-19,ITB002100115,558,64.4,1053626902,240281,35343056,77.0
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,2022-04-29,USSM12203787,560,64.3,395167576,135307,21175776,71.0
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,2023-09-29,USA2P2346470,559,64.3,573249007,27154,33077841,74.0
XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,2017-03-24,USAT21700684,562,64.2,2123458039,59071,11326598,24.0
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,2022-10-28,QMJMT2204481,563,64.2,378282960,66018,36625617,65.0
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,2023-07-28,GBARL2300798,561,64.2,226519256,43558,87204848,75.0
Cute,Cute,Aurel Surya Lie,2022-08-29,SGB502236207,564,64.1,142732,90,4986,21.0
Con Altura,Con Altura,ROSALï¿½,2019-03-28,USSM11900950,566,63.9,770653954,81459,36880651,66.0
ýýýýýý (HEYA),IVE SWITCH,IVE,2024-04-29,QM4TX2478220,568,63.8,32189908,1646,17870918,60.0
LA CANCIï¿½,OASIS,J Balvin,2019-06-28,USUM71911618,570,63.8,1706325903,149957,78600154,79.0
In My Mind,In My Mind,Dynoro,2017-11-15,QZ22B1859046,567,63.8,1432473324,235239,70280564,74.0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,USUM72000788,572,63.7,1456635235,241715,56568076,78.0
Cheques,Still Rollin,Shubh,2023-05-19,QM6P42332212,576,63.4,276505971,18698,9458603,73.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,2021-01-15,GBCEN2000163,577,63.3,979440925,257132,93789915,72.0
Cheap Thrills,Cheap Thrills,Sia,2015-12-17,USRC11502935,580,63.2,1779046979,161840,45579916,70.0
On My Mama,On My Mama,Victoria Monï¿½,2023-06-16,USRC12204025,582,63.1,119798692,16874,43909927,65.0
Ta Ta Ta,Bayanni,Bayanni,2022-08-24,NGA3B2219002,586,62.8,85207310,31737,2778661,62.0
There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,2016-09-23,USUM71702833,589,62.6,2043626431,185796,81455782,80.0
Breaking Me,Breaking Me (feat. A7S),Topic,2019-12-19,DEUM71906724,590,62.5,1128612961,184002,50489973,69.0
Belong Together,Belong Together - Single,Mark Ambor,2024-02-16,QM24S2400638,592,62.4,233969547,19001,153692182,87.0
EL MAKINON,EL MAKINON,KAROL G,2021-03-24,USUM72023904,596,62.0,574357002,69491,28426363,69.0
In The Stars,In The Stars,Benson Boone,2022-04-29,USWB12201574,597,61.9,725214939,107667,48040727,74.0
Shirt,Shirt,SZA,2022-10-28,USRC12203632,598,61.9,469322271,68997,24096906,73.0
Tiryakinim,Tiryakinim,Bayhan,2024-04-18,QZK6N2415960,599,61.8,34304595,1805,4615455,71.0
Call Out My Name,"My Dear Melancholy,",The Weeknd,2018-03-29,USUG11800560,603,61.6,1780889877,229909,75001452,79.0
Lose Control,Get To Know,MEDUZA,2019-09-27,DEUM71905792,604,61.6,932911098,180309,53903360,66.0
THE GREATEST,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401992,606,61.5,74533081,4192,13299713,84.0
X - Remix,X (Remix),Nicky Jam,2018-06-19,USSD11800257,605,61.5,341040837,36912,15902955,60.0
Saami Saami,"Saami Saami (From ""Pushpa - The Rise Part - 01"") - Single",Mounika Yadav,2021-10-28,INA092117769,608,61.4,43286859,3192,1364915,49.0
ýýchame La Culpa,ýýchame La Culpa,Luis Fonsi,2017-11-17,USUM71712163,607,61.4,935042457,92728,21057073,68.0
BON,No.O -ring-,Number_i,2024-05-27,JPY932300068,613,61.3,7269751,133,4401335,70.0
Before You Go,Divinely Uninspired To a Hellish Extent (Extended Edition),Lewis Capaldi,2019-05-17,DEUM71905868,611,61.3,1920784716,211573,106250249,77.0
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,2021-09-16,US23A1540104,610,61.3,428189728,95507,22395876,67.0
Queencard,I feel,(G)I-DLE,2023-05-15,KRA392300001,616,61.2,289304213,25925,7047731,72.0
Say Yes To Heaven,Say Yes To Heaven (sim0ne & Melo Nada Remix),Lana Del Rey,2023-03-17,GBUM72304301,620,61.1,513353284,73253,71366345,80.0
GATï¿½ï¿½,GATï¿½ï¿½,KAROL G,2022-08-26,USUM72216070,623,61.0,427247328,42444,22820163,66.0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-02-23,USWB11700237,624,61.0,1116304877,120975,28691304,66.0
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2023-06-23,USAT22306213,630,60.6,470659154,53386,35912569,71.0
The Kind of Love We Make,The Kind of Love We Make,Luke Combs,2022-06-17,US6XF2200076,628,60.6,470340261,68177,14091711,75.0
Europapa,Europapa,Joost,2024-02-29,NL4TG2400001,629,60.6,111170278,12493,25123151,81.0
PUNTO 40,PUNTO 40 - Single,Rauw Alejandro,2022-09-22,USSD12200965,635,60.4,396549329,56179,20926929,67.0
In The Name Of Love,Pacha 2017,Martin Garrix,2015-10-23,NLM5S1600003,637,60.4,1452194416,164935,69180262,75.0
Callaita,Callaita,Bad Bunny,2019-05-31,QM6N21919851,638,60.0,1448173030,156477,70813159,70.0
ULTRA SOLO,ULTRA SOLO,Polimï¿½ï¿½ Westc,2022-02-14,CLPP22200004,642,59.7,360068693,58995,18998905,64.0
SNAP,SNAP,Rosa Linn,2022-03-19,USSM12207342,643,59.7,1039482815,99333,60341587,79.0
Criminal,Criminal,NATTI NATASHA,2017-08-18,USB271700112,648,59.6,889098343,84086,32287923,69.0
Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,USUG12001748,645,59.6,962634706,222576,40254416,69.0
Psycho,Psycho (feat. Ty Dolla $ign),Post Malone,2018-02-23,USUM71710836,650,59.5,1517935273,183827,31780671,70.0
Holanda,Holanda,Jhayco,2023-07-28,USUM72310520,651,59.5,320174752,51073,31619869,73.0
Cough,Cough,Kizz Daniel,2022-10-13,USUYG1448153,655,59.3,86103527,24888,4522560,62.0
Wow.,Wow.,Post Malone,2018-12-24,USUM71822626,657,59.3,1680612367,201840,56914511,74.0
hot girl bummer,hot girl bummer,blackbear,2019-08-23,USUG11902959,658,59.2,1265080733,198773,30644248,70.0
Heartbreak Anniversary,HEARTBREAK ANNIVERSARY,Giveon,2020-02-21,USSM12000998,665,59.1,1157206056,189404,63215005,75.0
Tennessee Whiskey,Tennessee Whiskey,Chris Stapleton,2015-04-28,USUM71418088,661,59.1,954073526,162233,36021163,77.0
Sabor Fresa,Sabor Fresa,Fuerza Regida,2023-06-22,QZ9QQ2300457,668,58.9,502536183,37578,22883474,77.0
Surround Sound (feat. 21 Savage & Baby Tate),Surround Sound (feat. 21 Savage & Baby Tate),JID,2022-01-14,USUM72123571,667,58.9,548724288,170892,80727459,79.0
Feather,emails i canï¿½ï¿½ï¿½t send fwd,Sabrina Carpenter,2023-03-17,USUM72301876,673,58.8,488979989,32825,79636817,84.0
Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,2021-10-30,USAT22107295,672,58.8,416955991,123862,25561593,63.0
Natural,Natural,Imagine Dragons,2018-07-17,USUM71806694,674,58.8,1228556153,154255,36941962,75.0
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,2019-12-27,USSM11914988,675,58.8,709850383,165912,33706762,70.0
High Hopes,High Hopes On Saturday Night,Panic! At The Disco,2018-05-23,USAT21801174,678,58.7,1602076880,207598,99517459,75.0
Memory Reboot,Memory Reboot,Vï¿½,2023-01-13,QM4TW2307105,679,58.6,168087455,33442,16618553,71.0
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300831,681,58.6,922010059,5520,576014,50.0
Build a Bitch,Build a Bitch,Bella Poarch,2021-05-14,USWB12101016,682,58.5,452542081,81642,21651326,63.0
"Satranga (From ""Animal"")","Satranga (From ""Animal"") - Single",Arijit Singh,2023-10-28,INS182303075,690,58.2,214352397,9450,15024564,76.0
My Universe,My Universe,Coldplay,2021-09-24,GBAYE2100952,688,58.2,1269607301,124247,79296537,71.0
Peaches & Eggplants (feat. 21 Savage),Peaches & Eggplants (feat. 21 Savage),Young Nudy,2023-02-27,USRC12300570,689,58.2,157446814,54118,15660760,64.0
Thinking Out Loud,Piano Moods: 50 Songs,Ed Sheeran,2017-03-28,ITD541500554,693,58.0,473328,17,2117,7.0
Wish You The Best,Wish You The Best,Lewis Capaldi,2023-04-14,DEUM72206010,701,57.8,245513981,37111,22160670,71.0
Back On 74,Back On 74,Jungle,2023-07-28,QM4TX2336316,702,57.8,212122034,61462,73347896,80.0
Por Mi Mexico (Remix),"Por Mi Mï¿½ï¿½xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Peï¿½ï¿½a] ",Lefty Sm,2023-08-25,QM3DF2219446,703,57.7,98795736,8721,6921023,67.0
Mayores,Mayores,Becky G,2017-07-14,USRC11701270,709,57.6,709559454,66677,26417997,66.0
White Horse,White Horse,Chris Stapleton,2023-07-21,USUG12300484,711,57.5,155443055,28835,15122339,68.0
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,2023-07-21,DGA062368509,712,57.5,221287566,20975,10461108,70.0
Who Is Your Guy?,Who Is Your Guy?,Spyro,2022-11-25,QZW9L2260049,714,57.4,21236593,6366,592410,52.0
You Right,You Right,Doja Cat,2021-06-24,USRC12100544,713,57.4,831648193,119953,44866271,72.0
AMG,AMG,Natanael Cano,2022-11-24,QZ9QQ2200105,715,57.3,674025091,51522,21663790,70.0
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,2023-01-27,FR10S2386363,720,57.1,545234876,38598,20258181,76.0
La Jumpa,La Jumpa,Arcï¿½ï¿½,2022-11-30,QMDA72252608,726,56.9,716829483,99063,53041655,68.0
34+35,Positions,Ariana Grande,2020-10-30,USUM72020423,727,56.8,978617707,97191,40917688,70.0
Sunday Best,Where the Light Is,Surfaces,2018-08-28,TCAEA1802695,733,56.6,952626904,151446,27674084,16.0
Better,Better,Khalid,2018-09-14,USRC11803179,736,56.5,1355539058,108485,20494060,72.0
Substitution,Substitution,Purple Disco Machine,2023-03-30,DEE862300093,737,56.4,218035732,36861,48220875,72.0
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,2023-05-19,QZMZ92361338,739,56.4,267867000,47406,32423214,36.0
MERCHO,MERCHO,LiL CaKe,2022-12-16,ARF102200411,738,56.4,366462735,52345,27129754,67.0
Bandook,Bandook,Nirvair Pannu,2020-05-30,FR96X2024977,740,56.4,40178056,5825,638204,54.0
Miï¿½ï¿½n,Miï¿½ï¿½n,TINI,2021-04-29,USHR12141512,742,56.3,723722454,79670,35967048,73.0
Trap Queen,Trap Queen,Fetty Wap,2014-12-15,QM7XC1400004,744,56.2,1182373720,201337,36698633,70.0
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,2021-11-25,QZS642102633,746,56.2,624007138,88566,48503856,76.0
Botella Tras Botella,Botella Tras Botella,Gera MX,2021-04-23,MXUM62100001,747,56.2,647496971,72494,22027404,71.0
"Me, Myself & I","Me, Myself & I",G-Eazy,2015-10-14,USRC11502210,745,56.2,1280838046,174312,39798446,73.0
Lut Gaye,Lut Gaye,Jubin Nautiyal,2021-02-17,INS182100281,751,56.1,171856399,16697,3873550,56.0
Big Energy,Big Energy - Single,Latto,2021-09-24,USRC12102454,758,55.7,324162855,53099,32807694,61.0
Location,Location,Khalid,2016-05-24,TCACO1662934,760,55.6,1369299352,169370,32275029,71.0
Perfect Night,Perfect Night,LE SSERAFIM,2023-10-27,USA2P2349660,763,55.4,279667395,23583,16220736,78.0
Vida de Rico,Vida de Rico,Camilo,2020-09-21,USSD12000388,767,55.4,568823269,54968,26455856,64.0
In My Feelings,Scorpion,Drake,2018-06-29,USCM51800206,766,55.4,1389607643,179820,36937605,68.0
Attention,Attention,Charlie Puth,2017-04-20,USAT21700928,768,55.3,1800254516,162682,40159047,75.0
Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,2018-05-25,USAT21802284,769,55.3,1709991997,187053,79925766,80.0
Took Her To The O,Took Her To The O,King Von,2020-02-21,USUYG1296663,772,55.1,497832707,156669,13464335,74.0
Orquestra Maldita,Orquestra Maldita,TRASHXRL,2023-06-15,SGW502301764,773,55.1,119445482,16844,15941203,14.0
Alone,Alone,Marshmello,2016-05-13,CA6D21600147,776,55.0,561103984,80971,18764148,65.0
Pareja Del Aï¿½,Pareja Del Aï¿½,Sebastian Yatra,2021-04-16,USUM72104664,779,54.9,817933263,104636,31495621,70.0
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,2022-10-20,QZNMX2257577,777,54.9,193109326,76047,4765141,8.0
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12305004,781,54.8,997536616,5268,1949130,1.0
THE DINER,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401989,790,54.7,66101468,3693,9878576,84.0
6 In the Morning (feat. Nate Dogg),6 In the Morning (feat. Nate Dogg) - Single,Flex (UK),2024-05-17,GBARL2400669,785,54.7,4505404,1248,19427406,64.0
Light Switch,Light Switch (Instrumental),Charlie Puth,2022-01-19,USAT22107359,782,54.7,593554969,84288,17284885,67.0
when the party's over,when the party's over,Billie Eilish,2018-10-17,USUM71815958,787,54.7,1845938685,186633,79124996,79.0
Freaks,Freaks,Surf Curse,2021-05-15,USAT22102269,791,54.6,1089328286,200016,33498182,77.0
Chale,Chale - Single,Eden Muï¿½ï,2022-02-18,MXB952200017,794,54.5,414104069,33044,18247093,67.0
Try That In A Small Town,Try That In A Small Town,Jason Aldean,2023-05-19,QMRSZ2300454,793,54.5,66418201,20547,1758957,37.0
Mas Existe um Lugar,Mas Existe um Lugar - Single,Kaio Viana,2023-03-23,SGB502340678,795,54.3,24963236,5624,1097527,48.0
Work,ANTI (Deluxe),Rihanna,2016-01-28,QM5FT1600116,799,54.2,1399521364,144823,46076265,73.0
Good Days,Good Days,SZA,2020-12-25,USRC12004189,806,54.0,1105805922,164541,62561721,77.0
Leave Before You Love Me (with Jonas Brothers),Summer 2021,Marshmello,2021-04-28,USUG12102313,810,53.9,844630935,94185,54080564,74.0
Merayu Tuhan,Merayu Tuhan,Tri Suaka,2023-08-15,QZYFZ2347514,813,53.8,8517888,506,74157,43.0
If We Being Rï¿½ï,2093,Yeat,2024-02-16,USUM72401643,812,53.8,92517121,10195,13681051,80.0
Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,USSM11914456,815,53.7,634493511,89559,32092279,66.0
Felices los 4,Felices los 4,Maluma,2017-04-21,USSD11700134,814,53.7,932817713,73487,24333265,68.0
ELOVRGA,Elovrga - Single,Alex Favela,2023-08-18,QZNFJ2303104,819,53.6,333899135,24862,20963358,75.0
Party Girl,Party Girl,StaySolidRocky,2020-04-21,USSM12002247,816,53.6,730440576,115574,16306099,67.0
I Feel It Coming,I Feel It Coming,The Weeknd,2016-11-17,USUG11601012,817,53.6,1749088490,193568,52373071,72.0
Human,Human,Rag'n'Bone Man,2016-07-21,GBARL1600665,824,53.4,1013083048,170367,49113191,74.0
snowfall,Snowfall - Single,ýýneheart,2022-01-14,QM3DF2191341,828,53.3,652949750,72344,19014919,79.0
OA,OA,Anuel AA,2023-10-13,QZ7B82300076,827,53.3,178950943,29895,35946086,80.0
Ice Cream (with Selena Gomez),Ice Cream (with Selena Gomez),BLACKPINK,2020-08-28,KRA402000131,826,53.3,574505748,47463,17801611,58.0
MIDDLE CHILD,MIDDLE CHILD,J. Cole,2019-01-24,QMJMT1902056,836,53.1,1285518117,221749,47461150,74.0
S91,S91,KAROL G,2023-07-14,USUG12305255,840,53.0,240161044,22270,15087485,64.0
Levitating,Future Nostalgia,Dua Lipa,2020-03-27,GBAHT1901299,841,52.9,946842175,145601,34376048,73.0
RUBICON,Gï¿½ï¿½N,Peso Pluma,2023-06-22,QM7282306229,844,52.9,246224964,23436,13507680,73.0
Gimme Love,Gimme Love,Sia,2023-09-13,USAT22307798,843,52.9,105947434,11648,11690122,6.0
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,2024-01-19,INS182400204,848,52.8,114992281,3618,12001774,75.0
